"","Species","Biome","Growth.Form","Ever.Decid","TLP","totRWCtlp","Po","LMA","SWC","Ref","LMA_imputed","SWC_imputed","Lat","Lon","Treatment","ApoFrac","sympRWCtlp","T.S.L.H","Wild.Garden","Life.Stage","Psi.PD","Psi.min","Rehydrated","Elev","SWA","LWAtlp","water_loss.m2","CFT.g.m2","Other.Notes","Dataset","RWCslope","water_loss.g","Family","Genus","Species_name","Gymno.Angio"
"3311","Casearia sylvestris","TropicalDry","W","E",-3.18,92.13,-2.75,70.0545042314021,1.43882908663967,"Wenhui 1998",1,1,"-22.25",-43.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.796458338263,92.8637770670419,7.93268127122133,2.49455385887463,NA,"mb14",-25.0266,-131.120494665473,"Salicaceae","Casearia","sylvestris","Angiosperm"
"3411","Celtis occidentalis","Temperate","W","CD",-2.11,80.4,-1.99,30.4752955184773,3.53575724967645,"Abrams & Knapp 1986",1,1,"39.1",-96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.753247065488,86.6336106406526,21.1196364248357,10.0093063624814,NA,"mb14",-41.356,-280.73912562431,"Cannabaceae","Celtis","occidentalis","Angiosperm"
"3511","Cornus florida","Temperate","W","CD",-2.36,82,-1.91,40.2397726716746,3.01877059917829,"Roberts & Knoerr 1977",1,1,"35.9",-79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.474642658869,99.609206980273,21.8654356785965,9.26501511804936,NA,"mb14",-42.48,-244.520418533442,"Cornaceae","Cornus","florida","Angiosperm"
"3611","Erythrophleum chlorostachys","Med/TempDry","W","CD",-2.37,94,-2.23,109.476231762503,0.946981151139878,"Myers et al. 1997",1,1,"-12.5667",131.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.671927976911,97.451612298296,6.22031567861465,2.62460577156736,NA,"mb14",-14.22,-88.0692470560086,"Fabaceae","Erythrophleum","chlorostachys","Angiosperm"
"3711","Eucalyptus miniata","Med/TempDry","W","E",-2.08,87,-1.83,160.250365793195,1.09331934753488,"Myers et al. 1997",1,1,"-12.5667",131.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.204825371241,152.42819807298,22.7766272982614,10.9503015857026,NA,"mb14",-27.04,-94.0254638879997,"Myrtaceae","Eucalyptus","miniata","Angiosperm"
"3811","Eucalyptus rubida","Med/TempDry","W","E",-2.328,87.66,-1.986,152.135350267198,1.03341736089018,"Merchant et al. 2010",1,1,"-37.42",143.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.219312171231,137.818449049301,19.4008631219299,8.33370409017608,NA,"mb14",-28.72752,-89.5559484947433,"Myrtaceae","Eucalyptus","rubida","Angiosperm"
"3911","Eucalyptus tetrodonta","Med/TempDry","W","E",-2.13,89,-1.93,196.832436348354,1.11263858512869,"Myers et al. 1997",1,1,"-12.5667",131.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.003363486065,194.912993502598,24.0903699834672,11.3100328560879,NA,"mb14",-23.43,-97.9121954913247,"Myrtaceae","Eucalyptus","tetrodonta","Angiosperm"
"4011","Hippophae rhamnoides","SemiDesert","W","CD",-1.4895,88.07,-1.2461,85.2749371187769,2.14859739353766,"Chai et al. 2000",1,1,"39.2",111.2666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.221507627492,161.363181767532,21.8583258599598,14.6749418328028,NA,"mb14",-17.769735,-187.078375055324,"Elaeagnaceae","Hippophae","rhamnoides","Angiosperm"
"4111","Larix decidua","TemperateConifer","W","CD",-2.69,93,-1.84,93.8479176372355,1.64367776929032,"Badalotti et al. 2000",1,1,"46.55508302",12.14813232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.255735914513,143.457834400497,10.7979015140159,4.01408978216205,NA,"mb14",-18.83,-151.218354774709,"Pinaceae","Larix","decidua","Gymnosperm"
"4211","Liquidambar styraciflua","Temperate","W","CD",-2.59,78,-1.88,53.4185085807905,2.03030303030303,"Roberts & Knoerr 1977",1,1,"35.9",-79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.455759845847,84.5954926797609,23.8602671660864,9.21245836528433,NA,"mb14",-56.98,-156.333333333333,"Altingiaceae","Liquidambar","styraciflua","Angiosperm"
"4311","Liriodendron tulipifera","Temperate","W","CD",-2.25,77,-1.7,43.3083059759727,2.84325582076622,"Roberts & Knoerr 1977",1,1,"35.9",-79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.136593053709,94.8151766513559,28.3214164023531,12.5872961788236,NA,"mb14",-51.75,-216.087442378233,"Magnoliaceae","Liriodendron","tulipifera","Angiosperm"
"4411","Miconia albicans","TropicalDry","W","E",-3,92.08,-2.37,191.077630064154,2.10379429541231,"Wenhui 1998",1,1,"-22.25",-43.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.988028109871,370.15057628357,31.8374518263018,10.6124839421006,NA,"mb14",-23.76,-191.613584426153,"Melastomataceae","Miconia","albicans","Angiosperm"
"4511","Pinus ponderosa","TemperateConifer","W","E",-2.7,79.4,-2.06,212.321230950049,1.0794329958695,"Jackson & Spomer 1989",1,1,"46.8",-116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.186542411111,181.974114674422,47.2124277366889,17.4860843469218,NA,"mb14",-55.62,-84.6275468761688,"Pinaceae","Pinus","ponderosa","Gymnosperm"
"4611","Pinus tabulaeformis","TemperateConifer","W","E",-3.021,75.1,-1.82,188.507870465932,1.30643160334555,"Li & Xu ",1,1,"See Notes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.272639456063,184.950752231504,61.3218872245598,20.298539299755,NA,"mb14",-75.2229,-96.8065818079053,"Pinaceae","Pinus","tabulaeformis","Gymnosperm"
"4711","Quercus alba","Temperate","W","CD",-2.68,65,-1.5,63.8093730972238,2.32701779234115,"Parker et al. 1982",1,1,"38.8",-92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.485546515374,96.5156052349934,51.9699412803811,19.3917691344706,NA,"mb14",-93.8,-148.929138709834,"Fagaceae","Quercus","alba","Angiosperm"
"4811","Quercus ellipsoidalis","Temperate","W","CD",-1.72,97.7,-1.2,53.8735615293284,1.51951478758751,"Abrams 1988",1,1,"44.710281",-89.09582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86167340382,79.9788549155322,1.88281848828787,1.09466191179527,NA,"mb14",-3.956,-146.937079959712,"Fagaceae","Quercus","ellipsoidalis","Angiosperm"
"4911","Quercus macrocarpa","Temperate","W","CD",-3.02,78,-2.4,55.7631281746551,1.79366098414188,"Abrams & Knapp 1986",1,1,"39.1",-96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.020147360582,78.0157149412537,22.004432419328,7.28623590043973,NA,"mb14",-66.44,-138.111895778925,"Fagaceae","Quercus","macrocarpa","Angiosperm"
"5011","Quercus muehlenbergii","Temperate","W","CD",-2.36,81.5,-2.09,54.1372366374397,2.16809986130063,"Abrams & Knapp 1986",1,1,"39.1",-96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.374935244832,95.6605722245384,21.714363020294,9.20100127978559,NA,"mb14",-43.66,-174.532038834701,"Fagaceae","Quercus","muehlenbergii","Angiosperm"
"5111","Quercus rubra","Temperate","W","CD",-2.77,61,-1.9,65.0688237465764,1.95069327536879,"Parker et al. 1982",1,1,"38.8",-92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.929316918604,77.4268833203482,49.5024335982554,17.8709146564099,NA,"mb14",-108.03,-117.041596522127,"Fagaceae","Quercus","rubra","Angiosperm"
"5211","Robinia pseudoacacia","SemiDesert","W","CD",-2.12,77.9,-1.51,46.1697509224537,1.98133154125923,"Chai et al. 2000",1,1,"39.2",111.2666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4775837547399,71.2610377449424,20.2165460097975,9.53610660839505,NA,"mb14",-46.852,-152.364395522835,"Fabaceae","Robinia","pseudoacacia","Angiosperm"
"5311","Thuja plicata","TemperateConifer","W","E",-1.99,82.9,-1.55,76.7066422151928,2.68324125230203,"Jackson & Spomer 1989",1,1,"46.8",-116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.822426717378,170.626791748706,35.1956349686716,17.6862487279757,NA,"mb14",-34.029,-219.757458563536,"Cupressaceae","Thuja","plicata","Gymnosperm"
"5411","Xanthostemon paradoxus","Med/TempDry","W","CD",-1.77,88,-1.5,127.002123716698,1.53087973965956,"Myers et al. 1997",1,1,"-12.5667",131.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.42497809163,171.093980720634,23.3309973709956,13.1813544468902,NA,"mb14",-21.24,-133.186537350382,NA,"Xanthostemon","paradoxus","Angiosperm"
"1104","Zea mays","Crop","H","H",-1.12,69,-0.75,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,110.729895165006,49.7482137697851,44.4180480087367,"CENIAP-DMR","mb14",-34.72,-252.405589922584,"Poaceae","Zea","mays","Angiosperm"
"2102","Zea mays","Crop","H","H",-1.02,76,-0.78,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,121.963362790441,38.5147461443498,37.7595550434802,"Maize de Falcon","mb14",-24.48,-278.388518296968,"Poaceae","Zea","mays","Angiosperm"
"3102","Zea mays","Crop","H","H",-1,75,-0.69,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,120.358581701093,40.1195272336977,40.1195272336977,"Intervarietal Falcon","mb14",-25,-274.676671386342,"Poaceae","Zea","mays","Angiosperm"
"4102","Zea mays","Crop","H","H",-1.21,79,-0.92,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,126.777706058485,33.7004028763061,27.8515726250463,"Sintetico San Andres","mb14",-25.41,-289.524059028847,"Poaceae","Zea","mays","Angiosperm"
"5102","Zea mays","Crop","H","H",-1.33,69,-0.9,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,110.729895165006,49.7482137697851,37.4046720073572,"Criollo gallero","mb14",-41.23,-252.405589922584,"Poaceae","Zea","mays","Angiosperm"
"6103","Zea mays","Crop","H","H",-1.1,78,-0.85,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,125.172924969137,35.305183965654,32.0956217869581,"Minitia","mb14",-24.2,-285.81221211822,"Poaceae","Zea","mays","Angiosperm"
"7103","Vitis vinifera","Crop","W","CD",-1.83,91.7,-1.42,41.2005844469144,4.50612076733201,"Patakas et al. 2002",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.654809202457,170.245460038653,15.409349163804,8.42040937912785,"","mb14",-15.189,-408.705153597013,"Vitaceae","Vitis","vinifera","Angiosperm"
"8103","Pennisetum glaucum","Crop","H","H",-1.59,79,-1.16,32.080056803641,3.60749589659136,"Do et al. 1996",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.728673281553,91.4256518924265,24.303021389126,15.2849191126579,"IC30","mb14",-33.39,-281.384679934126,"Poaceae","Pennisetum","glaucum","Angiosperm"
"9103","Pennisetum glaucum","Crop","H","H",-1.59,82,-1.11,32.080056803641,3.60749589659136,"Do et al. 1996",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.728673281553,94.8975120908731,20.8311611906795,13.101359239421,"HKP","mb14",-28.62,-292.2071676239,"Poaceae","Pennisetum","glaucum","Angiosperm"
"1014","Oryza sativa","Crop","H","H",-1.42,89.16666667,-0.99,51.1379332543958,2.68958948198216,"Henson 1984",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.540047411329,122.639875613019,14.9001717983093,10.4930787312037,"63-83","mb14",-15.3833333286,-237.132139337059,"Poaceae","Oryza","sativa","Angiosperm"
"1114","Lupinus angustifolius","Crop","H","H",-0.72,86.9,-0.52,49.7933911763722,5.2901201581387,"Jensen & Henson 1990",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.413022404212,228.905916469261,34.5071059349518,47.9265360207664,"","mb14",-9.432,-454.421321584114,"Fabaceae","Lupinus","angustifolius","Angiosperm"
"1214","Prunus persica","Crop","W","E",-2.84,74,-1.37,59.1208606737874,1.70031310092819,"Mellisho et al. 2011",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.523973941791,74.3877407169253,26.1362332248656,9.20289902284001,"Flordastar","mb14",-73.84,-124.122856367758,"Rosaceae","Prunus","persica","Angiosperm"
"1314","Triticum aestivum","Crop","H","H",-1.37,89.6,-1.19,38.6752803636213,3.02733216093219,"Quarrie 1983",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.08292007786,104.906296389762,12.1766236880974,8.88804648766236,"Highbury","mb14",-14.248,-268.221629458592,"Poaceae","Triticum","aestivum","Angiosperm"
"1414","Triticum aestivum","Crop","H","H",-1.27,89.3,-1.08,38.6752803636213,3.02733216093219,"Quarrie 1983",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.08292007786,104.555047629529,12.527872448331,9.86446649474883,"TW269/9","mb14",-13.589,-267.313429810312,"Poaceae","Triticum","aestivum","Angiosperm"
"1514","Phaseolus vulgaris","Crop","H","H",-0.79,74.6,-0.65,42.2367959985161,3.38529173153244,"Stoyanov 2005",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.983876260199,106.665971690108,36.3179045700905,45.9720311013804,"Plovdiv 10","mb14",-20.066,-249.157471440788,"Fabaceae","Phaseolus","vulgaris","Angiosperm"
"1613","Phaseolus vulgaris","Crop","H","H",-0.6,79.4,-0.54,42.2367959985161,3.38529173153244,"Stoyanov 2005",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.983876260199,113.529197750598,29.454678509601,49.091130849335,"Dobrudjanski ran","mb14",-12.36,-265.406871752143,"Fabaceae","Phaseolus","vulgaris","Angiosperm"
"1713","Phaseolus vulgaris","Crop","H","H",-1.1,71.4,-0.92,42.2367959985161,3.38529173153244,"Stoyanov 2005",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.983876260199,102.090487649782,40.8933886104169,37.1758078276517,"Prelom","mb14",-31.46,-238.324537899884,"Fabaceae","Phaseolus","vulgaris","Angiosperm"
"1813","Festuca arundinacea","Crop","H","H",-2.73,72,-1.7,80.0627078563711,3.15525987848078,"White et al. 1992",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.618649861736,181.88542790045,70.733221961286,25.9096051140242,"TF3","mb14",-76.44,-224.023451372135,"Poaceae","Festuca","arundinacea","Angiosperm"
"1913","Festuca arundinacea","Crop","H","H",-2.27,70,-1.47,80.0627078563711,3.15525987848078,"White et al. 1992",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.618649861736,176.833054903215,75.7855949585207,33.3857246513307,"TF4","mb14",-68.1,-217.712931615174,"Poaceae","Festuca","arundinacea","Angiosperm"
"2013","Festuca arundinacea","Crop","H","H",-2.46,70,-1.58,80.0627078563711,3.15525987848078,"White et al. 1992",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.618649861736,176.833054903215,75.7855949585207,30.8071524221629,"TF5","mb14",-73.8,-217.712931615174,"Poaceae","Festuca","arundinacea","Angiosperm"
"2113","Heteropogon contortus","Crop","H","H",-1.31,77.7,-0.92,47.3077634619531,1.24137931034483,"Wilson et al. 1980",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7268787803557,45.6307848123364,13.0960939680193,9.99701829619796,"","mb14",-29.213,-95.2137931034485,"Poaceae","Heteropogon","contortus","Angiosperm"
"2213","Zea mays","Crop","H","H",-2.1,73,-1.33,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,117.149019522397,43.3290894123935,20.6328997201874,"CENIAP-DMR","mb14",-56.7,-267.252977565089,"Poaceae","Zea","mays","Angiosperm"
"2313","Zea mays","Crop","H","H",-1.77,77,-1.3,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,123.568143879789,36.9099650550019,20.853087601696,"Maize de Falcon","mb14",-40.71,-282.100365207594,"Poaceae","Zea","mays","Angiosperm"
"2413","Zea mays","Crop","H","H",-1.6,78,-1.22,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,125.172924969137,35.305183965654,22.0657399785337,"Intervarietal Falcon","mb14",-35.2,-285.81221211822,"Poaceae","Zea","mays","Angiosperm"
"2512","Zea mays","Crop","H","H",-1.7,80,-1.26,43.2340322213655,3.71184691062624,"Sobrado 1986",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.478108934791,128.382487147833,32.0956217869582,18.8797775217401,"Sintetico San Andres","mb14",-34,-293.235905939473,"Poaceae","Zea","mays","Angiosperm"
