Contributor,Species,Treatment,Co-author?,Biomes,Growth_form,Tree/Shrub/Liana,Evergreen_Deciduous,Wild/Garden/Potted,Life Stage,πtlp (MPa),πtlp SD,πtlp SE,total RWCtlp (%),tot RWCtlp SD,tot RWCtlp SE,LMA (g/m2),SWC,CFT* (mol m-2 MPa-1),πo (MPa),ε (MPa),af,RWCtlp (%),Ψpd (MPa),Ψmin (MPa),Latitude,Longitude,Elevation (m),Site Name,Rehydrated?,Month Collected,Year Collected,Other Env Notes,Methods notes,Reference,Other Notes,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 86.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.45294,,,82.966,,,584.63561,1.26894,2.86278,-1.92993,11.20409,0.2291,77.904,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 84",Y,TemperateConifer,W,T,E,Wild,Ad,-2.70411,,,84.147,,,518.75127,1.07682,1.81843,-2.1674,13.54301,0.23512,79.274,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 83.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.4437,,,84.619,,,575.87439,1.13159,2.27844,-1.9356,12.46756,0.28475,78.495,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 81.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.84366,,,80.165,,,570.4681,1.05203,2.32523,-2.15827,10.78017,0.23228,74.165,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 80.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.60868,,,83.689,,,548.28959,1.08126,2.05797,-2.09964,12.72509,0.19288,79.791,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 79.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.27873,,,85.444,,,555.71212,1.38474,2.7311,-1.85972,12.66146,0.2284,81.135,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 75.7",Y,TemperateConifer,W,T,E,Wild,Ad,-2.34436,,,84.799,,,542.71895,1.16112,2.26806,-1.8073,11.74424,0.3753,75.667,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 74.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.08587,,,87.742,,,626.33988,1.54351,3.15556,-1.69578,13.71345,0.36342,80.744,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 68.4",Y,TemperateConifer,W,T,E,Wild,Ad,-1.86356,,,87.476,,,509.22349,1.52204,2.89437,-1.42932,11.26032,0.48149,75.845,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 68.1",Y,TemperateConifer,W,T,E,Wild,Ad,-2.22051,,,85.659,,,519.76971,1.30671,2.43911,-1.67808,11.49354,0.43289,74.712,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 67.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.15865,,,86.891,,,514.31812,1.3282,2.30395,-1.74528,13.21109,0.33971,80.146,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 64.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.99256,,,87.516,,,562.02371,1.42535,2.78967,-1.58646,12.5726,0.40552,79,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 64.1",Y,TemperateConifer,W,T,E,Wild,Ad,-1.79887,,,89.966,,,532.05637,1.50029,2.47318,-1.421,14.00138,0.53155,78.58,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 63.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.18412,,,85.094,,,464.63736,1.39212,2.45463,-1.76919,11.78224,0.234,80.54,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 59",Y,TemperateConifer,W,T,E,Wild,Ad,-1.7898,,,88.776,,,481.83684,2.02726,3.40877,-1.40466,12.34236,0.48499,78.206,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 58.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.38522,,,85.464,,,530.93799,1.37172,2.46536,-1.96341,13.42348,0.20865,81.632,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 55",Y,TemperateConifer,W,T,E,Wild,Ad,-1.95401,,,86.302,,,464.63736,1.89698,3.43271,-1.59594,11.50343,0.26633,81.33,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 53.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.19117,,,86.839,,,517.38141,1.21657,2.1,-1.6251,12.12517,0.51213,73.023,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 45",Y,TemperateConifer,W,T,E,Wild,Ad,-1.64777,,,90.399,,,475.25852,1.62078,2.49292,-1.29061,13.31654,0.58212,77.024,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 38.5",Y,TemperateConifer,W,T,E,Wild,Ad,-1.9557,,,89.009,,,442.74877,1.69735,2.34494,-1.64721,14.89909,0.32105,83.812,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 37.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.82597,,,88.862,,,489.54274,1.78802,2.96588,-1.50719,13.43203,0.3782,82.088,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 30.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.42542,,,92.516,,,496.8929,1.88396,2.72997,-1.13107,14.95162,0.64992,78.623,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 29.4",Y,TemperateConifer,W,T,E,Wild,Ad,-1.93325,,,89.532,,,470.11176,1.68858,2.38764,-1.57824,14.93962,0.44693,81.072,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 24.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.22476,,,93.982,,,515.50989,1.66727,2.34448,-1.00733,16.5904,0.66778,81.884,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 66, Height: 15.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.05546,,,91.973,,,496.6518,1.48835,3.12093,-0.86479,10.63895,0.56373,81.601,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 85.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.19261,,,84.371,,,521.78407,1.2745,2.6341,-1.65193,10.35807,0.38562,74.561,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 85.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.3182,,,84.563,,,540.63814,1.02843,2.05613,-1.6683,10.45721,0.46425,71.186,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 84.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.21597,,,83.911,,,496.73222,1.0185,2.03958,-1.64745,10.07371,0.40921,72.767,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 81.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.46896,,,83.912,,,585.19646,1.02196,2.16569,-1.85083,11.3307,0.38209,73.964,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 76.1",Y,TemperateConifer,W,T,E,Wild,Ad,-2.05203,,,87.836,,,578.2815,1.49096,2.83991,-1.56566,12.67702,0.50317,75.516,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 75",Y,TemperateConifer,W,T,E,Wild,Ad,-2.19229,,,85.029,,,582.37144,1.3286,2.93939,-1.64176,10.58154,0.41263,74.512,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 71.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.88565,,,88.017,,,563.92014,1.46649,2.921,-1.31086,10.53575,0.61918,68.535,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 66.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.94929,,,87.562,,,520.84772,1.30537,2.41178,-1.49527,11.82295,0.48349,75.919,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 62.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.32581,,,85.065,,,485.39735,1.19414,2.06669,-1.67887,10.91049,0.48312,71.106,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 143, Height: 58.8",Y,TemperateConifer,W,T,E,Wild,Ad,-2.05357,,,86.921,,,509.95285,1.51619,2.73727,-1.63282,12.35211,0.38151,78.854,,,38.24825,-120.23850,1504,Calaveras Big Trees State Park,Y,June,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
